Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,2062.500000,2062.500000,2000.000000,2062.500000,1386.956665,82538000
2013-01-03,2050.000000,2075.000000,2025.000000,2050.000000,1378.550903,99004000
2013-01-04,2062.500000,2075.000000,2050.000000,2062.500000,1386.956665,66518000
2013-01-07,2050.000000,2075.000000,2050.000000,2050.000000,1378.550903,96426000
2013-01-08,2087.500000,2087.500000,2050.000000,2087.500000,1403.768188,109928000
2013-01-09,2062.500000,2087.500000,2050.000000,2062.500000,1386.956665,128000000
2013-01-10,2012.500000,2075.000000,2000.000000,2012.500000,1353.333374,96290000
2013-01-11,2012.500000,2037.500000,2012.500000,2012.500000,1353.333374,98830000
2013-01-14,2100.000000,2100.000000,2000.000000,2100.000000,1412.173950,112910000
2013-01-15,2125.000000,2125.000000,2087.500000,2125.000000,1428.985718,66418000
2013-01-16,2150.000000,2162.500000,2112.500000,2150.000000,1445.797241,102826000
2013-01-17,2150.000000,2162.500000,2137.500000,2150.000000,1445.797241,52852000
2013-01-18,2175.000000,2175.000000,2125.000000,2175.000000,1462.608887,80682000
2013-01-21,2137.500000,2175.000000,2125.000000,2137.500000,1437.391235,30432000
2013-01-22,2100.000000,2125.000000,2087.500000,2100.000000,1412.173950,69916000
2013-01-23,2112.500000,2125.000000,2087.500000,2112.500000,1420.579712,40632000
2013-01-25,2200.000000,2200.000000,2112.500000,2200.000000,1479.420288,118204000
2013-01-28,2187.500000,2200.000000,2150.000000,2187.500000,1471.014648,36630000
2013-01-29,2162.500000,2212.500000,2162.500000,2162.500000,1454.202759,57434000
2013-01-30,2225.000000,2225.000000,2162.500000,2225.000000,1496.232056,87740000
2013-01-31,2262.500000,2262.500000,2212.500000,2262.500000,1521.449463,91058000
2013-02-01,2250.000000,2375.000000,2250.000000,2250.000000,1513.043701,107664000
2013-02-04,2225.000000,2325.000000,2200.000000,2225.000000,1496.232056,100644000
2013-02-05,2212.500000,2212.500000,2175.000000,2212.500000,1487.826294,74578000
2013-02-06,2200.000000,2225.000000,2187.500000,2200.000000,1479.420288,109720000
2013-02-07,2200.000000,2200.000000,2175.000000,2200.000000,1479.420288,76980000
2013-02-08,2212.500000,2225.000000,2187.500000,2212.500000,1487.826294,69248000
2013-02-11,2187.500000,2212.500000,2187.500000,2187.500000,1471.014648,25884000
2013-02-12,2237.500000,2237.500000,2187.500000,2237.500000,1504.637817,76628000
2013-02-13,2250.000000,2262.500000,2225.000000,2250.000000,1513.043701,49966000
2013-02-14,2275.000000,2275.000000,2237.500000,2275.000000,1529.855225,132502000
2013-02-15,2275.000000,2287.500000,2250.000000,2275.000000,1529.855225,80386000
2013-02-18,2275.000000,2287.500000,2262.500000,2275.000000,1529.855225,86732000
2013-02-19,2275.000000,2275.000000,2262.500000,2275.000000,1529.855225,25752000
2013-02-20,2312.500000,2312.500000,2275.000000,2312.500000,1555.072510,71308000
2013-02-21,2337.500000,2350.000000,2300.000000,2337.500000,1571.884033,106938000
2013-02-22,2387.500000,2387.500000,2337.500000,2387.500000,1605.507324,66690000
2013-02-25,2437.500000,2437.500000,2375.000000,2437.500000,1639.130371,120054000
2013-02-26,2425.000000,2450.000000,2362.500000,2425.000000,1630.724854,123720000
2013-02-27,2475.000000,2500.000000,2425.000000,2475.000000,1664.347900,84526000
2013-02-28,2512.500000,2537.500000,2462.500000,2512.500000,1689.565308,111834000
2013-03-01,2475.000000,2500.000000,2450.000000,2475.000000,1664.347900,84632000
2013-03-04,2475.000000,2475.000000,2475.000000,2475.000000,1664.347900,0
2013-03-05,2387.500000,2437.500000,2375.000000,2387.500000,1605.507324,82758000
2013-03-06,2412.500000,2425.000000,2387.500000,2412.500000,1622.318604,100872000
2013-03-07,2462.500000,2462.500000,2412.500000,2462.500000,1655.942139,100464000
2013-03-08,2462.500000,2512.500000,2450.000000,2462.500000,1655.942139,91376000
2013-03-11,2487.500000,2487.500000,2450.000000,2487.500000,1672.754028,67470000
2013-03-13,2475.000000,2487.500000,2462.500000,2475.000000,1664.347900,83068000
2013-03-14,2475.000000,2487.500000,2437.500000,2462.500000,1655.942139,107328000
